planet_name,orbital_period,planet_radius,planet_mass,star_temperature,star_radius,distance
Kepler-1963 b,1.962260008,0.74437023,0.337,5726,0.979,492.847
Kepler-1964 b,2.440829992,1.7810587,3.83,4803,0.698,
Kepler-1965 b,41.86869812,1.35415138,2.4,5852,0.837,521.791
Kepler-1966 b,8.617429733,1.10479327,1.39,5009,0.84,484.601
Kepler-1967 b,7.281690121,0.73022577,0.315,4970,1.806,249.102
Kepler-1968 b,7.281099796,1.50004034,2.86,5008,0.788,750.93
Kepler-1969 b,6.647520065,1.68161001,3.47,6046,1.007,1204.54
Kepler-197 b,5.599308,1.02,1.04,6004,1.12,330.575
Kepler-197 c,10.349695,1.23,5.3,6004,1.12,330.575
Kepler-197 d,15.677563,1.22,1.98,6004,1.12,330.575
Kepler-197 e,25.209715,0.91,0.693,6004,1.12,330.575
Kepler-1972 b,7.54425,0.802,2.02,5818,1.384,287.339
Kepler-1972 c,11.3295,0.868,2.11,5818,1.384,287.339
Kepler-1976 b,4.959319244,12.21,,5712,1.082,1314.51
Kepler-1977 b,4.53702121,1.66,3.39,4805,0.688,592.711
Kepler-1978 b,10.84969477,2.67,7.61,5251,0.778,865.512
Kepler-1979 b,18.5084526,29.33,,5942,0.938,1076.27
Kepler-198 b,17.790037,2.82,8.35,5574,0.94,495.358
Kepler-198 c,49.567416,2.47,6.66,5574,0.94,495.358
Kepler-198 d,1.31184443,1.53,2.96,5636,0.93,495.358
Kepler-1980 b,33.0257179,2.21,5.52,5819,0.99,1709.4
Kepler-1981 b,453.54212,9.23,62.5,5874,3.006,659.395
Kepler-1982 b,3.82315697,0.77,0.381,6202,1.122,558.855
Kepler-1983 b,7.32851947,2.33,6.04,5135,0.874,424.428
Kepler-1984 b,1.992812339,6.81,37.3,3638,0.42,
Kepler-1985 b,3.42064689,2.27,5.77,5370,0.966,
Kepler-1986 b,19.5489666,1.89,4.23,5549,0.732,912.085
Kepler-1987 b,2.345863002,1.23,2.04,4769,0.714,595.683
Kepler-1987 c,3.64830183,1.33,2.33,4769,0.714,595.683
Kepler-1987 d,5.644914154,2.66,7.56,4769,0.714,595.683
Kepler-1987 e,8.74292005,1.92,4.35,4769,0.714,595.683
Kepler-1988 b,11.49500229,1.53,2.96,6033,1.788,513.426
Kepler-1989 b,10.16102353,4.62,19.3,6032,1.06,1252.13
Kepler-199 b,23.637604,3.11,9.85,5644,0.967,521.054
Kepler-199 c,67.093408,3.25,10.6,5644,0.967,521.054
Kepler-1990 b,1.73513619,3.27,10.7,5751,1.071,392.739
Kepler-1990 c,4.06844957,0.98,0.904,5751,1.071,392.739
Kepler-1991 b,13.26079792,1.47,2.76,5478,1.053,855.82
Kepler-1991 c,22.79020351,2.57,7.13,5478,1.053,855.82
Kepler-1992 b,15.6112238,0.91,0.693,5383,0.842,532.955
Kepler-1993 b,26.6565737,4.15,16.1,5159,3.062,1031.91
Kepler-1994 b,4.61225043,0.51,0.087,5495,0.961,241.991
Kepler-1995 b,73.7578875,4.28,16.9,5029,0.93,595.331
Kepler-1996 b,32.376183,2.26,5.73,4580,0.675,440.561
Kepler-1996 c,92.7297248,2.81,8.3,4580,0.675,440.561
Kepler-1997 b,26.7575866,2.28,5.82,6215,1.052,1502.34
Kepler-1998 b,3.03267135,0.6,0.156,5640,0.921,340.965
Kepler-1999 b,8.7396758,3.29,10.8,4406,0.628,701.255
Kepler-20 b,3.6961049,1.773,9.7,5495,0.9164,282.563
Kepler-20 c,10.8540774,2.894,11.1,5495,0.9164,282.563
Kepler-20 d,77.611455,2.606,13.4,5495,0.9164,282.563
Kepler-20 e,6.0984882,0.821,0.76,5495,0.9164,282.563
Kepler-20 f,19.578328,0.952,1.4,5495,0.9164,282.563
Kepler-20 g,34.94,4.71,19.96,5495,0.9639,282.563
Kepler-200 b,8.594805,2.13,5.18,5678,0.944,665.912
Kepler-200 c,10.222157,1.59,3.15,5678,0.944,665.912
Kepler-2000 b,6.383159135,2.73,7.9,3757,0.576,320.588
Kepler-2000 c,20.6180348,1.57,3.09,3757,0.576,320.588
Kepler-2001 b,1.090011003,1.04,1.12,5081,0.77,776.55
Kepler-2001 c,14.09258319,1.82,3.97,5081,0.77,776.55
Kepler-201 b,25.672083,2.46,6.62,6065,1.229,636.445
Kepler-201 c,151.884058,2.85,8.5,6065,1.229,636.445
Kepler-202 b,4.069427,1.63,3.29,4668,0.667,285.111
Kepler-202 c,16.282493,1.85,4.08,4668,0.667,285.111
Kepler-203 b,3.162697,2.57,7.13,5821,1.114,703.302
Kepler-203 c,5.370647,2.47,749.9,5821,1.114,703.302
Kepler-203 d,11.32972,1.44,33.9,5821,1.114,703.302
Kepler-204 b,14.400974,2.53,6.94,5812,1.238,686.723
Kepler-204 c,25.660593,1.79,3.86,5812,1.238,686.723
Kepler-205 b,2.75564,1.51,2.89,4321,0.546,159.72
Kepler-205 c,20.306546,1.64,3.33,4321,0.546,159.72
Kepler-206 b,7.781987,1.2,1.87,5764,1.185,594.447
Kepler-206 c,13.137471,1.77,3.78,5764,1.185,594.447
Kepler-206 d,23.44281,1.19,1.81,5764,1.185,594.447
Kepler-207 b,1.611865,1.57,3.09,5920,1.588,875.519
Kepler-207 c,3.071571,1.5,2.86,5920,1.588,875.519
Kepler-207 d,5.868075,3.31,11,5920,1.588,875.519
Kepler-208 b,4.22864,1.63,3.29,6092,1.314,775.328
Kepler-208 c,7.466623,1.39,2.51,6092,1.314,775.328
Kepler-208 d,11.131786,1.2,1.87,6092,1.314,775.328
Kepler-208 e,16.259458,1.48,2.79,6092,1.314,775.328
Kepler-209 b,16.087845,2.26,5.73,5513,0.935,576.946
Kepler-209 c,41.749882,3.1,9.8,5513,0.935,576.946
Kepler-21 b,2.7858212,1.639,7.5,6305,1.902,108.522
Kepler-210 b,2.453234,2.94,8.96,4559,0.65,232.75
Kepler-210 c,7.972513,3.62,12.8,4559,0.65,232.75
Kepler-211 b,4.138575,1.26,2.13,5123,0.816,309.353
Kepler-211 c,6.04045,1.29,18.3,5123,0.816,309.353
Kepler-212 b,16.257582,1.09,1.32,5852,1.455,687.194
Kepler-212 c,31.805174,2.74,7.95,5852,1.455,687.194
Kepler-213 b,2.46236,1.62,3.26,5696,1.195,634.939
Kepler-213 c,4.822962,2.34,6.08,5696,1.195,634.939
Kepler-214 b,15.660544,2.61,7.32,6169,1.352,1208.44
Kepler-214 c,28.7798,2.13,5.18,6169,1.352,1208.44
Kepler-215 b,9.360672,1.62,3.26,5739,1.027,485.997
Kepler-215 c,14.667108,1.77,3.78,5739,1.027,485.997
Kepler-215 d,30.864423,2.39,23.6,5739,1.027,485.997
Kepler-215 e,68.16101,1.75,3.71,5739,1.027,485.997
Kepler-216 b,7.693641,2.35,6.12,6091,1.26,1187.47
Kepler-216 c,17.406669,3.04,9.48,6091,1.26,1187.47
Kepler-217 b,5.374943,2.23,5.6,6171,1.799,1104.64
Kepler-217 c,8.586004,1.85,4.08,6171,1.799,1104.64
Kepler-217 d,3.88689525,1.32,2.3,6341,1.76,1104.64
Kepler-218 b,3.619337,1.48,2.79,5502,1.063,656.38
Kepler-218 c,44.699576,3.14,10,5502,1.063,656.38
Kepler-218 d,124.5244647,2.66,7.56,5542,1.02,656.38
Kepler-219 b,4.585512,2.95,9.01,5786,1.491,787.07
Kepler-219 c,22.714613,3.58,12.5,5786,1.491,787.07
Kepler-219 d,47.903645,2.81,19.1,5786,1.491,787.07
Kepler-22 b,289.863876,2.1,9.1,5596,0.869,194.642
Kepler-220 b,4.159807,0.81,0.457,4632,0.666,171.109
Kepler-220 c,9.034199,1.57,3.09,4632,0.666,171.109
Kepler-220 d,28.122397,0.98,0.904,4632,0.666,171.109
Kepler-220 e,45.902733,1.33,2.33,4632,0.666,171.109
Kepler-221 b,2.795906,1.71,5.95575,5243,0.821,385.231
Kepler-221 c,5.690586,2.93,9.3,5243,0.821,385.231
Kepler-221 d,10.04156,2.73,3.61,5243,0.821,385.231
Kepler-221 e,18.369917,2.63,7.86706,5243,0.821,385.231
Kepler-222 b,3.936981,3.16,10.1,5433,0.869,758.854
Kepler-222 c,10.08881,4.64,19.4,5433,0.869,758.854
Kepler-222 d,28.081912,3.69,13.2,5433,0.869,758.854
Kepler-223 b,7.38449,2.99,7.4,5803,1.72,1859.71
Kepler-223 c,9.84564,3.44,5.1,5803,1.72,1859.71
Kepler-223 d,14.78869,5.24,8,5803,1.72,1859.71
Kepler-223 e,19.72567,4.6,4.8,5803,1.72,1859.71
Kepler-224 b,3.132924,1.39,2.51,5018,0.676,782.088
Kepler-224 c,5.925003,3.12,9.91,5018,0.676,782.088
Kepler-224 d,11.349393,2.3,5.9,5018,0.676,782.088
Kepler-224 e,18.643577,1.97,4.54,5018,0.676,782.088
Kepler-225 b,6.738975,1.2,1.87,3682,0.48,561.101
Kepler-225 c,18.794234,1.84,4.04,3682,0.48,561.101
Kepler-226 b,3.940997,1.55,24,5571,0.802,980.138
Kepler-226 c,5.349555,2.27,45.2,5571,0.802,980.138
Kepler-226 d,8.109044,1.22,1.98,5571,0.802,980.138
Kepler-227 b,9.488015,3.11,9.85,5854,1.091,1083.06
Kepler-227 c,54.418694,3.04,9.48,5854,1.091,1083.06
Kepler-228 b,2.566546,1.53,2.96,6043,1.014,1644.61
Kepler-228 c,4.134444,2.7,7.75,6043,1.014,1644.61
Kepler-228 d,11.094286,4.04,15.4,6043,1.014,1644.61
Kepler-229 b,6.252972,2.2,5.48,5120,0.728,826.265
Kepler-229 c,16.068638,4.92,21.5,5120,0.728,826.265
Kepler-229 d,41.194912,3.85,14.2,5120,0.728,826.265
Kepler-23 b,7.1,1.638,2.56,5828,1.548,835.756
Kepler-23 c,10.74,3.005,7.81,5828,1.548,835.756
Kepler-23 d,15.27,2.206,4.44,5828,1.548,835.756
Kepler-230 b,32.625555,4.26,16.8,5588,0.817,740.754
Kepler-230 c,91.773242,2.04,4.82,5588,0.817,740.754
Kepler-231 b,10.065275,1.73,35.4,3767,0.49,316.618
Kepler-231 c,19.271566,1.93,24.1,3767,0.49,316.618
Kepler-232 b,4.431222,3.08,9.69,5847,0.968,1349.13
Kepler-232 c,11.379349,3.83,14,5847,0.968,1349.13
Kepler-233 b,8.472382,2.43,6.48,5360,0.758,856.417
Kepler-233 c,60.418955,2.71,7.8,5360,0.758,856.417
Kepler-234 b,2.711506,3.7,13.2,6224,1.113,1733.1
Kepler-234 c,7.21205,3.51,12.1,6224,1.113,1733.1
Kepler-235 b,3.340222,2.23,5.6,4255,0.554,428.018
Kepler-235 c,7.824904,1.28,2.18,4255,0.554,428.018
Kepler-235 d,20.060548,2.05,4.86,4255,0.554,428.018
Kepler-235 e,46.183669,2.22,5.56,4255,0.554,428.018
Kepler-236 b,8.295611,1.57,3.09,3750,0.51,288.763
Kepler-236 c,23.968127,2,4.66,3750,0.51,288.763
Kepler-237 b,4.715106,1.41,2.57,4861,0.725,657.822
Kepler-237 c,8.103636,2.08,4.98,4861,0.725,657.822
Kepler-238 b,2.090876,1.73,3305.02,5751,1.43,1798.75
Kepler-238 c,6.155557,2.39,152.522,5751,1.43,1798.75
Kepler-238 d,13.233549,3.07,23.1,5751,1.43,1798.75
Kepler-238 e,23.654,5.6,169.7,5800,0.96,1798.75
Kepler-238 f,50.447,2,13.5,5800,0.96,1798.75
Kepler-239 b,11.763051,2.33,6.04,4914,0.763,648.109
Kepler-239 c,56.228098,2.51,6.85,4914,0.763,648.109
Kepler-24 b,8.14,2.348,11.14,6028,1.099,1156.81
Kepler-24 c,12.33,2.514,9.99,6028,1.099,1156.81
Kepler-24 d,4.244384,1.67,293.959,5897,1.289,1156.81
Kepler-24 e,18.998355,2.78,26.2118,5897,1.289,1156.81
Kepler-240 b,4.144495,1.37,2.45,4985,0.739,746.927
Kepler-240 c,7.953528,2.2,102.3,4985,0.739,746.927
Kepler-241 b,12.718092,2.33,6.04,4699,0.668,512
Kepler-241 c,36.065978,2.57,7.13,4699,0.668,512
Kepler-242 b,8.20395,2.61,7.32,5020,0.85,600.241
Kepler-242 c,14.496481,2,4.66,5020,0.85,600.241
Kepler-243 b,5.715442,2.45,6.57,5228,0.842,693.86
Kepler-243 c,20.026218,1.99,4.62,5228,0.842,693.86
Kepler-244 b,4.311792,2.76,8.05,5554,0.803,1036.49
Kepler-244 c,9.767292,2.05,4.86,5554,0.803,1036.49
Kepler-244 d,20.050401,2.31,15.2,5554,0.803,1036.49
Kepler-245 b,7.49019,2.57,146.78,5100,0.795,861.527
Kepler-245 c,17.460812,2.18,26.7,5100,0.795,861.527
Kepler-245 d,36.277108,3.03,21.6,5100,0.795,861.527
Kepler-245 e,3.219821056,1.75,1806.36,5174,0.8,861.527
Kepler-246 b,4.60182,2.34,6.08,5206,0.831,626.078
Kepler-246 c,11.187161,1.5,2.86,5206,0.831,626.078
Kepler-247 b,3.33616,1.64,3.33,5100,0.768,663.711
Kepler-247 c,9.439452,4.09,15.7,5100,0.768,663.711
Kepler-247 d,20.477912,3.94,14.7,5100,0.768,663.711
Kepler-248 b,6.308205,3.02,9.38,5190,0.831,738.792
Kepler-248 c,16.239494,4.07,15.6,5190,0.831,738.792
Kepler-249 b,3.306539,1.09,1.32,3568,0.482,190.401
Kepler-249 c,7.113702,1.51,2.89,3568,0.482,190.401
Kepler-249 d,15.368459,1.57,3.09,3568,0.482,190.401
Kepler-25 b,6.238297,2.748,8.7,6354,1.316,243.249
Kepler-25 c,12.7207,5.217,15.2,6354,1.316,243.249
Kepler-25 d,122.4,10,71.9,6354,1.316,243.249
Kepler-250 b,4.148141,1.13,1.51,5160,0.805,760.585
Kepler-250 c,7.156804,2.28,5.82,5160,0.805,760.585
Kepler-250 d,17.648312,2.18,5.39,5160,0.805,760.585
Kepler-251 b,4.790936,1.33,2.33,5526,0.89,924.625
Kepler-251 c,16.514043,2.77,8.1,5526,0.89,924.625
Kepler-251 d,30.133001,2.77,8.1,5526,0.89,924.625
Kepler-251 e,99.640161,2.77,8.1,5526,0.89,924.625
Kepler-252 b,6.668391,1.23,2.04,4208,0.549,379.424
Kepler-252 c,10.848463,2.15,5.27,4208,0.549,379.424
Kepler-253 b,3.783986,1.63,3.29,5208,0.786,838.595
Kepler-253 c,10.281951,2.65,7.51,5208,0.786,838.595
Kepler-253 d,18.119869,3.17,10.2,5208,0.786,838.595
Kepler-254 b,5.826662,3.87,14.3,5957,0.91,1389.48
Kepler-254 c,12.412183,2.15,3.2,5957,0.91,1389.48
Kepler-254 d,18.746477,2.5,6.8,5957,0.91,1389.48
Kepler-255 b,5.714606,1.55,3.02,5573,0.933,1052.53
Kepler-255 c,9.946047,2.99,9.22,5573,0.933,1052.53
Kepler-255 d,1.045622658,1.32,2.3,5431,0.86,1052.53
Kepler-256 b,1.620493,1.59,3.15,5551,1.301,1026.43
Kepler-256 c,3.38802,2.15,5.27,5551,1.301,1026.43
Kepler-256 d,5.839172,2.48,6.71,5551,1.301,1026.43
Kepler-256 e,10.681572,2.35,6.12,5551,1.301,1026.43
Kepler-257 b,2.382667,2.61,7.32,5180,1.037,780.256
Kepler-257 c,6.581484,5.41,25.2,5180,1.037,780.256
Kepler-257 d,24.664551,4.95,21.7,5180,1.037,780.256
Kepler-258 b,13.19722,4.06,15.5,4942,0.915,575.988
Kepler-258 c,33.653079,3.61,12.7,4942,0.915,575.988
Kepler-259 b,8.115317,2.8,8.25,5938,0.898,1002.14
Kepler-259 c,36.924931,2.7,7.75,5938,0.898,1002.14
Kepler-26 b,12.28,2.78,5.12,3914,0.512,335.307
Kepler-26 c,17.2559,2.72,6.2,3914,0.512,335.307
Kepler-26 d,3.543919,1.07,1.24,4486,0.571,335.307
Kepler-26 e,46.827915,2.41,6.39,4486,0.571,335.307
Kepler-260 b,8.187399,2.01,4.7,5250,0.862,627.365
Kepler-260 c,76.050178,1.74,3.68,5250,0.862,627.365
Kepler-261 b,10.381227,2.18,5.39,5098,0.794,317.499
Kepler-261 c,24.570858,2,4.66,5098,0.794,317.499
Kepler-262 b,13.060855,1.36,2.42,5841,0.881,613.129
Kepler-262 c,21.853722,1.64,3.33,5841,0.881,613.129
Kepler-263 b,16.568087,2.67,7.61,5265,0.785,754.747
Kepler-263 c,47.332773,2.47,6.66,5265,0.785,754.747
Kepler-264 b,40.806231,3.33,11.1,6158,1.55,942.173
Kepler-264 c,140.101261,2.83,8.4,6158,1.55,942.173
Kepler-265 b,6.846262,1.86,4.12,5835,1.103,1280.25
Kepler-265 c,17.028937,2.63,7.41,5835,1.103,1280.25
Kepler-265 d,43.130617,2.49,6.76,5835,1.103,1280.25
Kepler-265 e,67.831024,2.59,7.22,5835,1.103,1280.25
Kepler-266 b,6.61833,2.48,6.71,5885,1.028,1370.79
Kepler-266 c,107.723601,3.89,14.4,5885,1.028,1370.79
Kepler-267 b,3.353728,1.98,37.9,4258,0.555,264.993
Kepler-267 c,6.87745,2.13,5.18,4258,0.555,264.993
Kepler-267 d,28.464515,2.27,5.77,4258,0.555,264.993
Kepler-268 b,25.934138,2.55,7.04,6081,1.274,851.87
Kepler-268 c,83.446393,3.38,11.4,6081,1.274,851.87
Kepler-269 b,5.326718,2.47,6.66,5847,0.959,2257.32
Kepler-269 c,8.127899,1.69,3.5,5847,0.959,2257.32
Kepler-27 b,15.3348,4,2895.31,5400,0.59,1044.36
Kepler-27 c,31.3309,4.9,4385.87,5400,0.59,1044.36
Kepler-27 d,6.546289921,2.7061946,7.78,5251,0.817,1044.36
Kepler-270 b,11.476094,2.01,4.7,6067,1.461,948.781
Kepler-270 c,25.262887,1.77,3.78,6067,1.461,948.781
Kepler-271 b,10.43547805,1.23,2.04,5555,0.87,404.542
Kepler-271 c,7.41086267,0.95,0.809,5555,0.87,404.542
Kepler-271 d,5.24972541,0.66,0.219,5555,0.87,404.542
Kepler-272 b,2.971353,1.43,78,5297,0.929,889.608
Kepler-272 c,6.057342,1.79,97.8,5297,0.929,889.608
Kepler-272 d,10.937304,2.25,5.69,5297,0.929,889.608
Kepler-273 b,2.936532,1.5,2.86,5626,0.815,713.964
Kepler-273 c,8.014927,1.98,4.58,5626,0.815,713.964
Kepler-274 b,11.634788,1.54,2.99,6023,1.007,1333.62
Kepler-274 c,33.197861,1.84,4.04,6023,1.007,1333.62
Kepler-275 b,10.300682,2.34,6.08,6165,1.383,2034.25
Kepler-275 c,16.088134,3.38,11.4,6165,1.383,2034.25
Kepler-275 d,35.676062,3.33,11.1,6165,1.383,2034.25
Kepler-276 b,14.12841,2.87,731.209,6105,1.046,1144.86
Kepler-276 c,31.884,2.9,16.6,5693,1.03,1144.86
Kepler-276 d,48.648,2.8,16.3,5693,1.03,1144.86
Kepler-277 b,17.324,2.92,87.3,5946,1.69,976.643
Kepler-277 c,33.006,3.36,64.2,5946,1.69,976.643
Kepler-278 b,30.1556,3.955,56,4965,2.861,443.03
Kepler-278 c,51.111,3.268,34.9,4965,2.861,443.03
Kepler-279 b,12.309681,3.62,4180.93,6363,1.746,1037.4
Kepler-279 c,35.736,4.3,49.4,6689.45,1.07,1037.4
Kepler-279 d,54.414,3.1,37.5,6689.45,1.07,1037.4
Kepler-279 e,98.3531,4.13,56,6689.45,1.43,1037.4
Kepler-28 b,5.91,1.959,1.63,4499.3,0.664,438.359
Kepler-28 c,8.99,1.857,2.06,4499.3,0.664,438.359
Kepler-280 b,2.139542,1.45,2.7,5744,0.886,780.361
Kepler-280 c,4.807091,2.01,4.7,5744,0.886,780.361
Kepler-281 b,14.646008,2.82,324,5723,0.899,1745.45
Kepler-281 c,36.337373,5.31,161.124,5723,0.899,1745.45
Kepler-281 d,148.2720032,5.93747806,654,5717,0.884,1745.45
Kepler-282 b,9.220524,1.01,1.01,5602,0.904,1337.61
Kepler-282 c,13.638723,1.2,1.87,5602,0.904,1337.61
Kepler-282 d,24.806,2.46,61,5656,0.89,1337.61
Kepler-282 e,44.347,3.1,56.2,5656,0.89,1337.61
Kepler-283 b,11.008151,2.13,5.18,4351,0.566,468.094
Kepler-283 c,92.743711,1.82,3.97,4351,0.566,468.094
Kepler-284 b,12.699149,2.24,5.65,5615,0.814,1031.95
Kepler-284 c,37.514456,2.61,7.32,5615,0.814,1031.95
Kepler-285 b,2.633867,1.34,2.36,5411,0.808,824.31
Kepler-285 c,6.186676,1.12,1.46,5411,0.808,824.31
Kepler-286 b,1.796302,1.24,2.07,5580,0.863,1226.85
Kepler-286 c,3.468095,1.37,2.45,5580,0.863,1226.85
Kepler-286 d,5.914323,1.33,2.33,5580,0.863,1226.85
Kepler-286 e,29.221289,1.77,3.78,5580,0.863,1226.85
Kepler-287 b,20.342199,2.33,83,5806,1.032,835.86
Kepler-287 c,44.851896,3.26,66,5806,1.032,835.86
Kepler-288 b,6.097326,1.67,3.43,5918,1.091,1194.15
Kepler-288 c,19.305772,2.85,8.5,5918,1.091,1194.15
Kepler-288 d,56.633742,2.67,7.61,5918,1.091,1194.15
Kepler-289 b,34.5383,2.49,3.7,5990,1,704.438
Kepler-289 c,125.8723,11.23,157.18,5990,1,704.438
Kepler-289 d,66.0282,3.03,5.33,5990,1,704.438
Kepler-289 e,330.0716,2.94,17.4,5990,0.985,704.438
Kepler-29 b,10.33974,2.55,5,5378,0.732,832.532
Kepler-29 c,13.28613,2.34,4.5,5378,0.732,832.532
Kepler-290 b,14.589347,2.25,5.69,5147,0.743,694.627
Kepler-290 c,36.77031,2.7,7.75,5147,0.743,694.627
Kepler-290 d,0.764017553,0.86,0.566,5142,0.755,694.627
Kepler-291 b,3.546511,2.16,5.31,6002,1.016,1786.48
Kepler-291 c,5.700786,1.88,4.19,6002,1.016,1786.48
Kepler-292 b,2.580827,1.32,2.3,5299,0.826,1056.48
Kepler-292 c,3.715335,1.47,2.76,5299,0.826,1056.48
Kepler-292 d,7.055679,2.23,5.6,5299,0.826,1056.48
Kepler-292 e,11.97901,2.67,7.61,5299,0.826,1056.48
Kepler-292 f,20.834237,2.35,6.12,5299,0.826,1056.48
Kepler-293 b,19.254196,3.07,9.64,5804,0.957,974.633
Kepler-293 c,54.155743,3.83,14,5804,0.957,974.633
Kepler-294 b,3.701212,1.77,3.78,5913,0.976,1357.01
Kepler-294 c,6.6264,2.71,7.8,5913,0.976,1357.01
Kepler-295 b,12.645164,1.22,1.98,5603,0.898,1699.19
Kepler-295 c,21.526258,1.17,1.71,5603,0.898,1699.19
Kepler-295 d,33.884054,1.36,2.42,5603,0.898,1699.19
Kepler-296 b,10.864384,1.61,3.22,3740,0.48,167
Kepler-296 c,5.8416366,2,4.66,3740,0.48,167
Kepler-296 d,19.850291,2.09,5.02,3740,0.48,167
Kepler-296 e,34.14211,1.53,2.96,3740,0.48,167
Kepler-296 f,63.33627,1.8,3.89,3740,0.48,167
Kepler-297 b,38.871826,2.87,48.5,5619,0.915,692.14
Kepler-297 c,74.920137,6.54,42.1,5619,0.915,692.14
Kepler-297 d,150.0189511,32.6,,5618,0.897,692.14
Kepler-298 b,10.475464,1.96,4.5,4465,0.582,518.204
Kepler-298 c,22.92881,1.93,4.38,4465,0.582,518.204
Kepler-298 d,77.473633,2.5,6.8,4465,0.582,518.204
Kepler-299 b,2.927128,1.32,2.3,5617,1.032,1052.24
Kepler-299 c,6.885875,2.65,7.51,5617,1.032,1052.24
Kepler-299 d,15.054786,1.86,4.12,5617,1.032,1052.24
Kepler-299 e,38.285489,1.87,4.16,5617,1.032,1052.24
Kepler-30 b,29.33434,3.9,11.3,5498,0.95,914.221
Kepler-30 c,60.323105,12.3,640,5498,0.95,914.221
Kepler-30 d,143.34394,8.8,23.1,5498,0.95,914.221
Kepler-300 b,10.446347,1.67,3.43,5986,0.9,1098.45
Kepler-300 c,40.714955,2.25,5.69,5986,0.9,1098.45
Kepler-301 b,2.508553,1.35,2.39,5815,0.9,719.166
Kepler-301 c,5.419026,1.35,2.39,5815,0.9,719.166
Kepler-301 d,13.751243,1.75,3.71,5815,0.9,719.166
Kepler-302 b,30.184104,4.06,15.5,5740,1.22,1402.58
Kepler-302 c,127.282184,12.45,,5740,1.22,1402.58
Kepler-303 b,1.937055,0.89,0.64,3944,0.485,209.738
Kepler-303 c,7.061149,1.14,1.55,3944,0.485,209.738
Kepler-304 b,3.295709,2.86,8.55,4731,0.687,434.684
Kepler-304 c,5.315946,2.17,5.35,4731,0.687,434.684
Kepler-304 d,9.653471,2.75,8,4731,0.687,434.684
Kepler-304 e,1.499146953,1.2,1.87,4817,0.73,434.684
Kepler-305 b,5.487,3.6,10.5,5080,0.8,868.477
Kepler-305 c,8.291,3.3,6,5080,0.8,868.477
Kepler-305 d,16.74,2.76,6.2,5090,0.792,868.477
Kepler-305 e,3.20538,1.7938153,3.87,4974,0.827279,868.477
Kepler-306 b,4.646186,1.52,2.92,4954,0.719,775.679
Kepler-306 c,7.240193,2.35,6.12,4954,0.719,775.679
Kepler-306 d,17.326644,2.47,6.66,4954,0.719,775.679
Kepler-306 e,44.840975,2.27,5.77,4954,0.719,775.679
Kepler-307 b,10.4208,2.43,7.44,5367,0.814,575.581
Kepler-307 c,13.0729,2.2,3.64,5367,0.814,575.581
Kepler-308 b,9.694928,2.12,5.14,5895,0.941,1335.92
Kepler-308 c,15.38231,2.16,5.31,5895,0.941,1335.92
Kepler-309 b,5.923653,1.56,3.05,4713,0.721,544.568
Kepler-309 c,105.356383,2.51,6.85,4713,0.721,544.568
Kepler-31 b,20.8613,5.5,36.7418,6340,1.22,1664.64
Kepler-31 c,42.6318,5.3,1493.7,6340,1.22,1664.64
Kepler-31 d,87.6451,3.9,2161.244,6340,1.22,1664.64
Kepler-310 b,13.930698,1.19,1.81,5797,0.876,602.268
Kepler-310 c,56.47542,3.38,11.4,5797,0.876,602.268
Kepler-310 d,92.876125,2.47,7,5797,0.876,602.268
Kepler-311 b,9.176092,1.7,3.53,5905,1.188,778.654
Kepler-311 c,19.738286,1.43,2.63,5905,1.188,778.654
Kepler-311 d,232.040326,2.05,4.86,5903,1.156,778.654
Kepler-312 b,1.772419,1.29,2.21,6115,1.467,797.72
Kepler-312 c,19.747412,3.15,10.1,6115,1.467,797.72
Kepler-313 b,14.970418,2.53,6.94,5727,1.536,1079.395249
Kepler-313 c,32.273273,2.57,7.13,5727,1.536,1079.395249
Kepler-314 b,2.461069,0.83,0.498,5378,0.95,268.881
Kepler-314 c,5.960392,2.9,8.75,5378,0.95,268.881
Kepler-315 b,96.101141,3.77,13.7,5796,1.037,1160.63
Kepler-315 c,265.469335,4.15,16.1,5796,1.037,1160.63
Kepler-316 b,2.240508,1.06,1.2,4204,0.52,384.938
Kepler-316 c,6.827766,1.16,1.65,4204,0.52,384.938
Kepler-317 b,5.524242,2.09,109.8,5497,0.941,940.584
Kepler-317 c,8.77501,1.72,3.61,5497,0.941,940.584
Kepler-318 b,4.662715,4.71,19.9,5746,1.189,489.141
Kepler-318 c,11.815007,3.68,13.1,5746,1.189,489.141
Kepler-319 b,4.362705,1.63,3.29,5526,0.903,503.436
Kepler-319 c,6.941357,2.63,7.41,5526,0.903,503.436
Kepler-319 d,31.781925,2.29,5.86,5526,0.903,503.436
Kepler-32 b,5.90124,2.2,1303,3900,0.53,323.847
Kepler-32 c,8.7522,2,158.9,3900,0.53,323.847
Kepler-32 d,22.7802,2.7,39.9089,3900,0.53,323.847
Kepler-32 e,2.896,1.5,4.08181,3900,0.53,323.847
Kepler-32 f,0.74296,0.82,969.228,3900,0.53,323.847
Kepler-320 b,8.371554,1.14,1.55,6435,1.108,826.613
Kepler-320 c,17.934937,1.37,2.45,6435,1.108,826.613
Kepler-321 b,4.915379,1.77,3.78,5740,1.194,384.542
Kepler-321 c,13.093921,2.32,5.99,5740,1.194,384.542
Kepler-322 b,1.653888,1.01,1.01,5388,0.89,400.48
Kepler-322 c,4.337234,1.67,3.43,5388,0.89,400.48
